State,County,Pop 2010,Pop 2011,Pop 2012,Pop 2013,Pop 2014,Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019
Missouri,Hickory County,9627,9615,9443,9347,9292,9266,9356,9395,9458,9544
Missouri,Holt County,4912,4839,4680,4591,4530,4483,4453,4407,4412,4403
Missouri,Howard County,10144,10219,10196,10239,10129,10134,10032,10066,10059,10001
Missouri,Howell County,40400,40584,40537,40236,40122,40070,40132,40074,40126,40117
Missouri,Iron County,10630,10620,10548,10461,10362,10203,10123,10181,10187,10125
Missouri,Jackson County,674158,675553,677417,679841,683014,686783,692430,698072,700784,703011
Missouri,Jasper County,117404,115283,115770,116766,117742,118548,119219,120048,120455,121328
Missouri,Jefferson County,218733,219594,219853,220870,222006,223116,223377,223769,224410,225081
Missouri,Johnson County,52595,53297,54124,54139,54010,53496,53497,53735,53621,54062
Missouri,Knox County,4131,4125,4090,4060,3993,3907,3933,3970,3965,3959
Missouri,Laclede County,35571,35668,35482,35654,35530,35469,35450,35418,35596,35723
Missouri,Lafayette County,33381,33207,33054,32823,32619,32624,32534,32579,32542,32708
Missouri,Lawrence County,38634,38502,38382,38104,37903,37981,38164,38256,38264,38355
Missouri,Lewis County,10211,10220,10119,10111,10099,10138,10072,9952,9839,9776
Missouri,Lincoln County,52566,53051,53265,53785,54170,54567,55146,56045,57613,59013
Missouri,Linn County,12761,12601,12488,12330,12320,12293,12146,12168,12039,11920
Missouri,Livingston County,15195,15120,14997,14874,15006,14938,15127,15157,15181,15227
Missouri,McDonald County,23083,22891,22966,22629,22820,22683,22705,22722,22963,22837
Missouri,Macon County,15566,15486,15563,15475,15449,15284,15164,15262,15167,15117
Missouri,Madison County,12226,12256,12373,12270,12192,12178,12213,12230,12188,12088
Missouri,Maries County,9176,9171,9022,9037,9001,8936,8821,8790,8770,8697
Missouri,Marion County,28781,28786,28746,28769,28766,28697,28689,28585,28540,28530
Missouri,Mercer County,3785,3774,3708,3664,3683,3660,3661,3656,3626,3617
Missouri,Miller County,24748,24718,24582,24812,24833,24872,24998,25202,25315,25619
Missouri,Mississippi County,14358,14234,14274,14174,14175,13965,13738,13594,13394,13180
Missouri,Moniteau County,15607,15706,15669,15742,15809,15873,15991,16047,16186,16132
Missouri,Monroe County,8840,8683,8692,8770,8737,8637,8633,8596,8636,8644
Missouri,Montgomery County,12236,12202,11965,11847,11718,11572,11447,11378,11488,11551
Missouri,Morgan County,20565,20378,20082,20122,20074,20065,20089,20162,20414,20627
Missouri,New Madrid County,18956,18764,18471,18316,18229,18067,17839,17544,17272,17076
Missouri,Newton County,58114,58563,58637,58378,58127,58138,58178,58191,58158,58236
Missouri,Nodaway County,23370,23433,23327,23151,22981,22625,22455,22401,22223,22092
Missouri,Oregon County,10881,11044,10966,10927,10823,10850,10746,10553,10558,10529
Missouri,Osage County,13878,13908,13846,13677,13638,13538,13613,13658,13652,13615
Missouri,Ozark County,9723,9647,9593,9503,9439,9364,9199,9227,9070,9174
Missouri,Pemiscot County,18296,18185,18075,17774,17564,17410,17060,16783,16256,15805
Missouri,Perry County,18971,19008,19001,19053,19118,19068,19216,19262,19274,19136
Missouri,Pettis County,42201,42155,42304,42196,42200,42300,42249,42445,42441,42339
Missouri,Phelps County,45156,45246,45230,45006,44925,44766,44708,44551,44551,44573
Missouri,Pike County,18516,18661,18552,18608,18497,18409,18507,18557,18502,18302
Missouri,Platte County,89322,90880,92151,93367,94859,96445,98641,101141,102764,104418
Missouri,Polk County,31137,31202,31082,31117,31118,31256,31380,31742,32214,32149
Missouri,Pulaski County,52274,53297,53475,54077,53550,53204,52456,51862,51997,52607
Missouri,Putnam County,4979,4976,4945,4884,4843,4860,4825,4778,4748,4696
Missouri,Ralls County,10167,10275,10226,10164,10276,10169,10230,10226,10234,10309
Missouri,Randolph County,25414,25282,25334,24945,25050,25041,24970,24899,24732,24748
Missouri,Ray County,23494,23346,23081,23064,22936,22793,22741,22877,22945,23018
Missouri,Reynolds County,6696,6565,6548,6454,6400,6292,6347,6260,6282,6270
Missouri,Ripley County,14100,14140,14028,13985,13932,13788,13775,13565,13420,13288
Missouri,St. Charles County,360485,365582,369111,374288,379844,384978,390541,395130,398780,402022
Missouri,St. Clair County,9805,9693,9527,9487,9432,9411,9288,9365,9389,9397
Missouri,Ste. Genevieve County,18145,18196,17868,17951,17936,17804,17875,17792,17877,17894
Missouri,St. Francois County,65359,65590,65803,66102,65784,66232,66356,66674,66737,67215
Missouri,St. Louis County,998954,1000040,1000761,1000456,1000528,1001109,997837,996227,995219,994205
Missouri,Saline County,23370,23406,23544,23355,23398,23226,23095,22910,22890,22761
Missouri,Schuyler County,4431,4389,4387,4370,4392,4500,4501,4518,4594,4660
Missouri,Scotland County,4843,4835,4865,4893,4840,4821,4902,4948,4938,4902
Missouri,Scott County,39191,39147,39161,39207,38868,39007,38760,38576,38541,38280
Missouri,Shannon County,8441,8412,8332,8288,8293,8273,8222,8235,8189,8166
Missouri,Shelby County,6373,6235,6216,6152,6092,6101,6044,5995,5997,5930
Missouri,Stoddard County,29968,29851,29814,29795,29785,29736,29498,29364,29264,29025
Missouri,Stone County,32202,32118,31893,31658,31445,31307,31471,31642,31701,31952
Missouri,Sullivan County,6714,6663,6556,6497,6472,6366,6333,6212,6233,6089
Missouri,Taney County,51675,52652,52901,53255,53810,54216,54608,55100,55719,55928
Missouri,Texas County,26008,25928,25791,25685,25659,25660,25805,25650,25506,25398
Missouri,Vernon County,21159,21084,20930,20978,20983,20758,20653,20507,20492,20563
Missouri,Warren County,32513,32604,32738,32980,33180,33532,33871,34448,34766,35649
Missouri,Washington County,25195,25105,25088,25144,25079,24793,24852,24994,24933,24730
Missouri,Wayne County,13521,13425,13408,13475,13481,13431,13236,13303,13132,12873
Missouri,Webster County,36202,36448,36448,36626,37042,37604,38154,38745,39179,39592
Missouri,Worth County,2171,2118,2080,2079,2054,2042,2015,2041,2026,2013
Missouri,Wright County,18815,18572,18556,18333,18198,18146,18185,18210,18187,18289
Missouri,St. Louis city,319294,319344,319416,318476,317399,316010,312633,308233,303419,300576
Montana,Montana,989415,997316,1003783,1013569,1021869,1030475,1040859,1052482,1060665,1068778
Montana,Beaverhead County,9246,9210,9359,9306,9337,9295,9463,9450,9412,9453
Montana,Big Horn County,12865,13056,12995,13117,13343,13312,13458,13483,13365,13319
Montana,Blaine County,6491,6575,6680,6637,6710,6680,6716,6745,6774,6681
Montana,Broadwater County,5612,5726,5759,5676,5653,5714,5785,5917,6072,6237
Montana,Carbon County,10078,10089,10141,10337,10438,10403,10485,10680,10691,10725
Montana,Carter County,1160,1136,1157,1152,1150,1147,1175,1223,1230,1252
Montana,Cascade County,81327,81714,81622,82194,82056,81878,81562,81633,81688,81366
Montana,Chouteau County,5813,5812,5932,5853,5899,5774,5780,5732,5740,5635
Montana,Custer County,11699,11758,11798,11873,12008,12083,11843,11726,11592,11402
Montana,Daniels County,1751,1760,1774,1777,1797,1750,1731,1722,1729,1690
Montana,Dawson County,8966,9026,9231,9381,9505,9577,9263,8952,8680,8613
Montana,Deer Lodge County,9298,9280,9215,9257,9115,9102,9057,9100,9129,9140
Montana,Fallon County,2890,2930,3026,3047,3110,3171,3086,3004,2912,2846
Montana,Fergus County,11586,11461,11391,11464,11329,11307,11349,11281,11117,11050
Montana,Flathead County,90928,91270,91597,92935,94567,95839,97742,100091,102017,103806
Montana,Gallatin County,89513,91375,92570,94798,97508,100882,104739,108576,111682,114434
Montana,Garfield County,1206,1254,1244,1254,1275,1284,1299,1281,1257,1258
Montana,Glacier County,13399,13577,13667,13789,13704,13636,13711,13732,13828,13753
Montana,Golden Valley County,884,830,827,846,841,818,810,817,822,821
Montana,Granite County,3079,3079,3042,3069,3146,3163,3286,3356,3371,3379
Montana,Hill County,16096,16394,16396,16535,16502,16438,16448,16469,16342,16484
Montana,Jefferson County,11406,11375,11318,11455,11502,11572,11779,11921,12094,12221
Montana,Judith Basin County,2072,2009,2004,2000,1984,1931,1940,1945,1946,2007
Montana,Lake County,28746,28977,29012,29121,29215,29457,29709,30221,30220,30458
Montana,Lewis and Clark County,63395,64272,64736,65234,65703,66225,66894,67850,68622,69432
Montana,Liberty County,2339,2379,2393,2362,2348,2391,2409,2407,2416,2337
Montana,Lincoln County,19687,19625,19485,19424,19186,19060,19294,19556,19797,19980
Montana,McCone County,1734,1709,1701,1715,1715,1700,1732,1698,1669,1664
Montana,Madison County,7691,7644,7663,7674,7828,8026,8062,8291,8530,8600
Montana,Meagher County,1891,1877,1886,1904,1856,1821,1845,1852,1857,1862
Montana,Mineral County,4223,4220,4128,4228,4195,4192,4124,4235,4307,4397
Montana,Missoula County,109299,110245,111042,111900,112801,114122,116349,117834,118640,119600
Montana,Musselshell County,4538,4747,4692,4681,4645,4628,4646,4632,4632,4633
Montana,Park County,15636,15509,15591,15698,15919,16003,16115,16386,16648,16606
Montana,Petroleum County,494,490,504,504,488,474,491,512,512,487
Montana,Phillips County,4253,4186,4121,4159,4170,4146,4113,4113,4060,3954
Montana,Pondera County,6153,6193,6150,6216,6138,6095,6035,5968,5960,5911
Montana,Powder River County,1743,1739,1753,1753,1777,1768,1746,1750,1720,1682
Montana,Powell County,7027,7084,7081,6957,6882,6799,6841,6789,6953,6890
Montana,Prairie County,1179,1141,1141,1163,1125,1140,1159,1099,1070,1077
Montana,Ravalli County,40212,40380,40576,40668,40745,41148,41918,42524,43166,43806
Montana,Richland County,9746,10144,10780,11154,11531,11902,11408,11027,10855,10803
Montana,Roosevelt County,10425,10497,10856,11089,11285,11417,11225,11160,11069,11004
Montana,Rosebud County,9233,9324,9346,9298,9321,9347,9232,9205,9040,8937
Montana,Sanders County,11413,11400,11375,11310,11313,11293,11465,11689,11847,12113
Montana,Sheridan County,3384,3418,3550,3626,3661,3673,3608,3471,3386,3309
Montana,Silver Bow County,34200,34405,34474,34574,34752,34691,34696,34811,34739,34915
Montana,Stillwater County,9117,9156,9166,9255,9235,9425,9360,9419,9483,9642
Montana,Sweet Grass County,3651,3585,3581,3658,3639,3620,3616,3676,3703,3737
Montana,Teton County,6073,6060,6057,6051,6031,6062,6011,6091,6117,6147
Montana,Toole County,5324,5154,5217,5121,5117,5077,4951,4860,4835,4736
Montana,Treasure County,718,713,722,693,689,684,680,673,673,696
Montana,Valley County,7369,7461,7499,7628,7627,7621,7532,7402,7406,7396
Montana,Wheatland County,2168,2132,2091,2123,2090,2111,2130,2161,2184,2126
Montana,Wibaux County,1017,982,1034,1101,1084,1072,1042,1018,1030,969
Montana,Yellowstone County,147972,149772,151635,153775,155279,156529,157914,159266,160029,161300
Nebraska,Nebraska,1826341,1840672,1853303,1865279,1879321,1891277,1905616,1915947,1925614,1934408
Nebraska,Adams County,31364,31204,31345,31527,31389,31567,31683,31808,31514,31363
Nebraska,Antelope County,6685,6621,6550,6472,6419,6415,6345,6341,6308,6298
Nebraska,Arthur County,460,468,479,454,451,451,466,455,462,463
Nebraska,Banner County,690,655,684,678,670,711,716,726,725,745
Nebraska,Blaine County,478,475,498,470,490,477,470,479,480,465
Nebraska,Boone County,5505,5407,5429,5397,5357,5310,5333,5320,5241,5192
Nebraska,Box Butte County,11308,11295,11265,11296,11298,11325,11176,10835,10733,10783
Nebraska,Boyd County,2099,2079,2060,2016,2019,2002,1980,1955,1950,1919
Nebraska,Brown County,3145,3098,3052,2958,2974,2982,2980,3000,2967,2955
Nebraska,Buffalo County,46102,46824,47637,47999,48200,48578,49104,49350,49352,49659
Nebraska,Burt County,6858,6783,6681,6570,6546,6538,6537,6531,6486,6459
Nebraska,Butler County,8395,8256,8252,8231,8181,8058,7996,8032,8043,8016
Nebraska,Cass County,25241,25237,25126,25295,25404,25421,25647,25935,26189,26248
Nebraska,Cedar County,8852,8752,8699,8625,8542,8518,8604,8515,8453,8402
Nebraska,Chase County,3966,3983,4015,3981,3981,3963,3914,3928,3937,3924
Nebraska,Cherry County,5713,5730,5732,5755,5744,5824,5829,5790,5763,5689
Nebraska,Cheyenne County,9998,9989,10073,10067,10113,10137,10047,9644,9282,8910
Nebraska,Clay County,6542,6453,6384,6358,6314,6291,6135,6186,6202,6203
Nebraska,Colfax County,10515,10566,10552,10454,10663,10717,10712,10700,10734,10709
Nebraska,Cuming County,9139,9117,9082,9010,9017,9075,8957,8947,8935,8846
Nebraska,Custer County,10939,10903,10844,10828,10770,10828,10824,10869,10830,10777
Nebraska,Dakota County,21006,20811,20714,20765,20547,20550,20279,20010,20002,20026
Nebraska,Dawes County,9182,9203,9133,9062,9018,8958,8911,8888,8705,8589
Nebraska,Dawson County,24326,24216,23977,24016,23986,23892,23779,23657,23744,23595
Nebraska,Deuel County,1941,1957,1959,1920,1926,1910,1861,1861,1821,1794
Nebraska,Dixon County,6000,5998,5888,5815,5760,5769,5742,5746,5700,5636
Nebraska,Dodge County,36691,36930,36590,36497,36614,36567,36677,36789,36725,36565
Nebraska,Douglas County,517110,524167,530755,536734,543005,549029,555607,560733,566391,571327
Nebraska,Dundy County,2008,1976,1979,1955,1863,1770,1806,1783,1764,1693
Nebraska,Fillmore County,5890,5827,5713,5637,5604,5553,5622,5561,5535,5462
Nebraska,Franklin County,3225,3204,3183,3063,3046,2977,2994,2974,3013,2979
Nebraska,Frontier County,2756,2714,2719,2716,2722,2631,2645,2623,2600,2627
Nebraska,Furnas County,4959,4915,4882,4830,4853,4831,4762,4763,4701,4676
Nebraska,Gage County,22311,21908,21654,21767,21557,21715,21625,21621,21495,21513
Nebraska,Garden County,2057,2062,1983,1923,1908,1916,1907,1890,1890,1837
Nebraska,Garfield County,2049,2010,1994,2022,2000,2014,1994,1986,1974,1969
Nebraska,Gosper County,2044,1991,2080,2017,2004,2025,2025,2028,1996,1990
Nebraska,Grant County,614,634,625,633,626,646,665,649,657,623
Nebraska,Greeley County,2538,2535,2464,2483,2483,2435,2400,2363,2355,2356
Nebraska,Hall County,58607,59492,60095,60485,61099,61132,61353,61201,61286,61353
Nebraska,Hamilton County,9124,9078,9040,9122,9102,9141,9158,9194,9260,9324
Nebraska,Harlan County,3423,3436,3411,3488,3468,3441,3451,3415,3386,3380
Nebraska,Hayes County,967,952,919,947,910,915,891,893,917,922
Nebraska,Hitchcock County,2908,2857,2873,2853,2879,2879,2828,2806,2801,2762
Nebraska,Holt County,10435,10443,10376,10380,10359,10263,10223,10182,10148,10067
Nebraska,Hooker County,736,743,718,731,722,714,683,666,676,682
Nebraska,Howard County,6274,6295,6298,6337,6353,6382,6407,6396,6457,6445
Nebraska,Jefferson County,7547,7551,7534,7512,7300,7221,7181,7176,7098,7046
Nebraska,Johnson County,5217,5217,5186,5167,5223,5239,5213,5169,5115,5071
Nebraska,Kearney County,6489,6547,6508,6486,6587,6558,6561,6492,6539,6495
Nebraska,Keith County,8368,8241,8225,8158,8176,8136,8096,8070,8003,8034
Nebraska,Keya Paha County,824,819,797,790,795,797,792,790,806,806
Nebraska,Kimball County,3821,3808,3802,3694,3726,3716,3669,3568,3578,3632
Nebraska,Knox County,8701,8575,8574,8552,8474,8468,8484,8439,8405,8332
Nebraska,Lancaster County,285407,289914,293431,297109,302622,306096,310306,313772,316527,319090
Nebraska,Lincoln County,36288,36030,35973,35936,35648,35501,35487,35265,35148,34914
Nebraska,Logan County,763,779,785,777,767,791,792,765,755,748
Nebraska,Loup County,632,617,605,587,596,606,616,604,617,664
Nebraska,McPherson County,539,551,509,528,510,489,503,493,490,494
Nebraska,Madison County,34876,35005,35084,35147,35083,34999,34979,35132,35189,35099
Nebraska,Merrick County,7845,7760,7845,7830,7788,7805,7838,7859,7733,7755
Nebraska,Morrill County,5042,4984,4934,4925,4918,4925,4867,4796,4674,4642
Nebraska,Nance County,3735,3731,3674,3558,3527,3573,3561,3561,3506,3519
Nebraska,Nemaha County,7248,7238,7152,7149,7130,7005,6973,6957,6957,6972
Nebraska,Nuckolls County,4500,4447,4430,4384,4347,4322,4274,4269,4207,4148
Nebraska,Otoe County,15740,15741,15689,15688,15780,15842,15950,15956,15983,16012
Nebraska,Pawnee County,2773,2791,2791,2750,2726,2691,2699,2621,2623,2613
Nebraska,Perkins County,2970,2944,2930,2891,2875,2932,2892,2886,2902,2891
Nebraska,Phelps County,9188,9142,9210,9179,9162,9217,9193,9050,9006,9034
Nebraska,Pierce County,7266,7194,7187,7180,7204,7190,7144,7093,7145,7148
Nebraska,Platte County,32237,32512,32669,32595,32740,32876,33008,33231,33287,33470
Nebraska,Polk County,5406,5336,5266,5242,5268,5171,5190,5309,5240,5213
Nebraska,Red Willow County,11055,11049,11044,11053,10901,10883,10767,10760,10705,10724
Nebraska,Richardson County,8363,8342,8283,8131,8110,8025,8004,7971,7938,7865
Nebraska,Rock County,1526,1480,1426,1440,1449,1417,1404,1420,1351,1357
Nebraska,Saline County,14200,14326,14416,14299,14297,14196,14228,14365,14336,14224
Nebraska,Sarpy County,158840,162568,165664,168990,171853,175173,178355,181376,184062,187196
Nebraska,Saunders County,20780,20841,20797,20877,20860,20949,20992,21032,21274,21578
Nebraska,Scotts Bluff County,36970,36956,36905,36853,36437,36245,36420,36160,35925,35618
Nebraska,Seward County,16750,16705,16897,16994,17012,16994,17103,17203,17273,17284
Nebraska,Sheridan County,5469,5360,5327,5208,5250,5216,5235,5268,5189,5246
Nebraska,Sherman County,3152,3102,3078,3061,3034,3036,3012,3074,3044,3001
Nebraska,Sioux County,1311,1319,1323,1330,1321,1276,1259,1195,1186,1166
Nebraska,Stanton County,6129,6176,6091,6087,6097,5944,5975,5974,5970,5920
Nebraska,Thayer County,5228,5170,5145,5179,5213,5129,5080,5034,5039,5003
Nebraska,Thomas County,647,698,701,705,701,693,722,722,714,722
Nebraska,Thurston County,6940,6903,6925,6872,6961,7073,7139,7196,7274,7224
Nebraska,Valley County,4260,4228,4216,4181,4217,4168,4201,4227,4197,4158
Nebraska,Washington County,20234,19918,19949,19851,19930,19917,20213,20328,20617,20729
Nebraska,Wayne County,9595,9451,9499,9441,9402,9366,9379,9213,9318,9385
Nebraska,Webster County,3812,3757,3734,3643,3645,3592,3566,3505,3534,3487
Nebraska,Wheeler County,818,815,797,779,786,779,804,815,802,783
Nebraska,York County,13665,13785,13835,13852,13917,13797,13740,13762,13748,13679
Nevada,Nevada,2700551,2712730,2743996,2775970,2817628,2866939,2917563,2969905,3027341,3080156
Nevada,Churchill County,24877,24593,24245,23927,23824,23957,23904,24021,24506,24909
Nevada,Clark County,1951269,1961925,1989224,2017193,2053134,2096717,2138836,2181635,2226115,2266715
Nevada,Douglas County,46997,46971,46910,46935,47373,47404,47834,48030,48489,48905
Nevada,Elko County,48818,49442,50969,52334,52531,51728,52082,52357,52539,52778
Nevada,Esmeralda County,783,770,791,847,824,830,826,843,827,873
Nevada,Eureka County,1987,1977,1991,2049,1988,2029,1936,1946,1998,2029
Nevada,Humboldt County,16528,16639,17071,17354,17215,17017,16795,16719,16778,16831
Nevada,Lander County,5775,5839,5920,6060,5968,5873,5684,5579,5547,5532
Nevada,Lincoln County,5345,5269,5371,5267,5199,5136,5154,5191,5237,5183
Nevada,Lyon County,51980,51385,50971,51090,51334,51974,52707,53895,55813,57510
Nevada,Mineral County,4772,4628,4657,4553,4469,4420,4376,4455,4544,4505
Nevada,Nye County,43946,43976,43585,42869,42840,42966,43248,43977,45186,46523
Nevada,Pershing County,6753,6610,6751,6842,6702,6618,6576,6469,6685,6725
Nevada,Storey County,4010,3905,3838,3795,3803,3876,3986,3976,3981,4123
Nevada,Washoe County,421407,423996,427370,431083,436307,442453,449723,456629,464354,471519
Nevada,White Pine County,10030,10129,10020,10046,10035,9873,9749,9651,9540,9580
Nevada,Carson City,55274,54676,54312,53726,54082,54068,54147,54532,55202,55916
New Hampshire,New Hampshire,1316470,1320202,1324232,1326622,1333341,1336350,1342307,1348787,1353465,1359711
New Hampshire,Belknap County,60088,60335,60438,60235,60285,60370,60747,60872,61145,61303
New Hampshire,Carroll County,47818,47680,47694,47520,47433,47399,47497,48132,48754,48910
New Hampshire,Cheshire County,77117,76933,76902,76712,76426,76288,75975,75963,75901,76085
New Hampshire,Coos County,33055,32507,31978,31949,32779,32343,31916,31396,31486,31563
New Hampshire,Grafton County,89118,89276,89617,89894,89930,89439,90004,89853,89701,89886
New Hampshire,Hillsborough County,400721,402774,404344,405281,407275,408985,411333,413204,414630,417025
New Hampshire,Merrimack County,146445,146867,147105,147497,148161,148649,149063,149830,150650,151391
New Hampshire,Rockingham County,295223,296195,298157,299456,301361,302691,304377,306669,308287,309769
New Hampshire,Strafford County,123143,124133,124768,125029,126542,127038,128311,129841,129797,130633
New Hampshire,Sullivan County,43742,43502,43229,43049,43149,43148,43084,43027,43114,43146
New Jersey,New Jersey,8791894,8828117,8844942,8856972,8864525,8867949,8870827,8885525,8886025,8882190
New Jersey,Atlantic County,274549,274621,274629,274314,272578,270153,267217,265498,263989,263670
New Jersey,Bergen County,905116,911994,916255,919951,923403,926391,928120,932420,932816,932202
New Jersey,Burlington County,448734,450187,450522,448824,448168,446832,445972,445610,444745,445349
New Jersey,Camden County,513657,512585,511584,509908,508316,507638,507002,506224,506353,506471
New Jersey,Cape May County,97265,96494,96228,95498,94907,94160,93655,93129,92446,92039
New Jersey,Cumberland County,156898,157043,156934,156098,156009,154712,153233,151423,150635,149527
New Jersey,Essex County,783969,785551,785063,786649,788726,790439,792689,796349,798570,798975
New Jersey,Gloucester County,288288,289687,289804,289883,290680,290943,290761,290961,291525,291636
New Jersey,Hudson County,634266,645634,652348,657047,660240,664492,668588,672826,671931,672391
New Jersey,Hunterdon County,128349,127330,126594,126376,125835,125452,124775,124712,124807,124371
New Jersey,Mercer County,366513,367378,368554,369429,368909,368124,367699,368168,368188,367430
New Jersey,Middlesex County,809858,815198,819344,821743,824160,825546,825457,827363,826172,825062
New Jersey,Monmouth County,630380,629119,627641,626912,625512,624079,622971,621990,620459,618795
New Jersey,Morris County,492276,494792,495620,496030,494848,494259,493801,493920,493070,491845
New Jersey,Ocean County,576567,578876,579932,582059,584447,587091,590897,595424,601478,607186
New Jersey,Passaic County,501226,503264,503558,503857,504547,504629,504147,504402,503183,501826
New Jersey,Salem County,66083,65875,65413,64786,64323,63732,63203,62883,62746,62385
New Jersey,Somerset County,323444,326249,327407,329047,329329,329626,329875,330573,330181,328934
New Jersey,Sussex County,149265,148167,146979,145639,144593,143004,141925,141197,140801,140488
New Jersey,Union County,536499,539931,542970,546025,548014,549905,552781,554738,556402,556341
New Jersey,Warren County,108692,108142,107563,106897,106981,106742,106059,105715,105528,105267
New Mexico,New Mexico,2059179,2080450,2087309,2092273,2089568,2089291,2091630,2091784,2092741,2096829
New Mexico,Bernalillo County,662564,670283,673615,676326,675957,676248,677683,678203,678034,679121
New Mexico,Catron County,3725,3716,3635,3586,3547,3476,3518,3553,3554,3527
New Mexico,Chaves County,65645,65720,65765,66009,65809,65825,65646,65080,64554,64615
New Mexico,Cibola County,27213,27489,27418,27414,27155,27044,27049,26921,26766,26675
New Mexico,Colfax County,13750,13618,13246,13068,12703,12429,12250,12151,12071,11941
New Mexico,Curry County,48376,49819,50806,50775,51109,50290,50283,49794,49338,48954
New Mexico,De Baca County,2022,2000,1957,1928,1861,1873,1835,1805,1779,1748
New Mexico,Doña Ana County,209233,213126,214450,214288,213933,214034,214663,216174,217278,218195
New Mexico,Eddy County,53829,54070,54419,55662,56682,57715,57650,57108,57729,58460
New Mexico,Grant County,29514,29346,29257,29104,28871,28364,28040,27642,27303,26998
New Mexico,Guadalupe County,4687,4625,4591,4531,4442,4350,4369,4410,4334,4300
New Mexico,Harding County,695,713,700,691,693,719,687,684,650,625
New Mexico,Hidalgo County,4894,4843,4780,4624,4549,4436,4324,4298,4231,4198
New Mexico,Lea County,64727,65126,66362,68613,70165,71476,70249,69046,69543,71070
New Mexico,Lincoln County,20497,20406,20194,19976,19597,19352,19397,19468,19518,19572
New Mexico,Los Alamos County,17950,18229,18234,17947,17803,17817,18209,18742,18988,19369
New Mexico,Luna County,25095,25106,24921,24592,24428,24367,24362,24100,23877,23709
New Mexico,McKinley County,71492,72332,72365,72665,72796,73462,73028,72423,71911,71367
New Mexico,Mora County,4881,4781,4684,4695,4613,4609,4533,4530,4487,4521
New Mexico,Otero County,63797,65642,66208,66304,65336,64768,65647,66121,66659,67490
New Mexico,Quay County,9041,9045,8808,8675,8465,8445,8390,8299,8242,8253
New Mexico,Rio Arriba County,40246,40244,40195,40064,39736,39370,39245,39235,39023,38921
New Mexico,Roosevelt County,19846,20430,20318,20021,19647,19137,19145,18900,18759,18500
New Mexico,Sandoval County,131561,134326,135380,136311,137023,138521,140464,142689,145096,146748
New Mexico,San Juan County,130044,129711,129756,129467,129084,128246,127954,126917,125499,123958
New Mexico,San Miguel County,29393,29352,29091,28819,28493,28215,28005,27715,27480,27277
New Mexico,Santa Fe County,144170,145847,146722,147465,147782,148098,148758,149491,149761,150358
New Mexico,Sierra County,11988,12023,11854,11524,11264,11236,11117,11064,10949,10791
New Mexico,Socorro County,17866,17775,17475,17509,17258,17152,16964,16832,16704,16637
New Mexico,Taos County,32937,32890,32759,32957,32963,32797,32922,32790,32699,32723
New Mexico,Torrance County,16383,16447,16155,15825,15666,15596,15491,15535,15512,15461
New Mexico,Union County,4549,4410,4400,4347,4246,4163,4154,4180,4108,4059
New Mexico,Valencia County,76569,76960,76789,76491,75892,75661,75599,75884,76305,76688
New York,New York,19378102,19499241,19572932,19624447,19651049,19654666,19633428,19589572,19530351,19453561
New York,Albany County,304204,304596,305723,306589,307151,307433,307597,307717,306585,305506
New York,Allegany County,48946,48800,48210,47900,47652,47334,47044,46639,46332,46091
New York,Bronx County,1385108,1397335,1411496,1421928,1430942,1440005,1444417,1440625,1432087,1418207
New York,Broome County,200600,199363,198667,197914,197251,195928,194498,193100,191925,190488
New York,Cattaraugus County,80317,79815,79348,78996,78677,77926,77658,77176,76726,76117
New York,Cayuga County,80026,79693,79505,79088,78762,78298,77674,77457,77121,76576
New York,Chautauqua County,134905,134209,133304,132852,131751,130529,129206,128372,127472,126903
New York,Chemung County,88830,88899,89137,88199,87177,86705,85644,84736,83935,83456
New York,Chenango County,50477,50182,49883,49477,49319,48772,48315,47805,47445,47207
New York,Clinton County,82128,81728,81714,81523,81463,80718,80500,80531,80679,80485
New York,Columbia County,63096,62528,62449,62170,61942,61434,60835,60338,59785,59461
New York,Cortland County,49336,49380,49023,48905,48740,48290,47915,47815,47722,47581
New York,Delaware County,47980,47584,47215,46803,46562,45891,45393,45028,44526,44135
New York,Dutchess County,297488,298133,297023,296268,295127,294039,293029,293545,293939,294218
New York,Erie County,919040,919843,919906,920869,921755,920644,918678,919034,919717,918702
New York,Essex County,39370,39271,38875,38601,38323,37965,37671,37487,37288,36885
New York,Franklin County,51599,51545,51791,51212,51096,50540,51081,50465,50279,50022
New York,Fulton County,55531,55112,54845,54345,53932,53801,53610,53802,53633,53383
New York,Genesee County,60079,59880,59672,59112,58725,58462,58013,57798,57487,57280
New York,Greene County,49221,48857,48587,48308,47964,47616,47494,47442,47381,47188
New York,Hamilton County,4836,4826,4803,4766,4700,4699,4556,4471,4432,4416
New York,Herkimer County,64519,64386,64227,63883,63384,62652,62436,62163,61713,61319
New York,Jefferson County,116229,117752,120235,118490,117971,116371,112980,113157,111866,109834
New York,Kings County,2504700,2540817,2568450,2587684,2601513,2608794,2608423,2594676,2578074,2559903
New York,Lewis County,27087,27027,27196,27098,27089,26827,26647,26605,26486,26296
New York,Livingston County,65393,64849,64796,64627,64585,64344,64000,63483,63213,62914
New York,Madison County,73442,72887,72414,72457,72210,71636,71387,70942,71117,70941
New York,Monroe County,744344,746751,747344,748290,747364,745577,743770,742724,742864,741770
New York,Montgomery County,50219,49911,49829,49743,49679,49564,49169,49163,49394,49221
