State,County,Year,Population,Unemployment Rate,2019 Median Income
IA,Wapello County,2001,"35,947",4.6,
IA,Warren County,2001,"41,080",8.3,
IA,Washington County,2001,"21,064",8.9,
IA,Wayne County,2001,"6,655",5.2,
IA,Webster County,2001,"40,045",5,
IA,Winnebago County,2001,"11,586",5.7,
IA,Winneshiek County,2001,"21,258",2.9,
IA,Woodbury County,2001,"103,129",3.2,
IA,Worth County,2001,"7,797",5.1,
IA,Wright County,2001,"14,133",3.3,
TX,Anderson County,2001,"54,263",5.2,
TX,Andrews County,2001,"12,856",4.2,
TX,Angelina County,2001,"80,273",5.4,
TX,Aransas County,2001,"22,287",6.4,
TX,Archer County,2001,"8,849",3.2,
TX,Armstrong County,2001,"2,128",6.5,
TX,Atascosa County,2001,"39,828",4.6,
TX,Austin County,2001,"24,341",3.9,
TX,Bailey County,2001,"6,636",4.7,
TX,Bandera County,2001,"18,125",4,
TX,Bastrop County,2001,"61,106",4.6,
TX,Baylor County,2001,"3,930",4.9,
TX,Bee County,2001,"31,695",6,
TX,Bell County,2001,"244,299",8.3,
TX,Bexar County,2001,"1,419,020",4.6,
TX,Blanco County,2001,"8,776",3.7,
TX,Borden County,2001,677,3.2,
TX,Bosque County,2001,"17,338",5,
TX,Bowie County,2001,"88,942",5.1,
TX,Brazoria County,2001,"248,280",5,
TX,Brazos County,2001,"155,533",3.8,
TX,Brewster County,2001,"8,836",4,
TX,Briscoe County,2001,"1,764",4,
TX,Brooks County,2001,"7,669",4.7,
TX,Brown County,2001,"37,599",3.2,
TX,Burleson County,2001,"16,650",3.9,
TX,Burnet County,2001,"35,741",4.2,
TX,Caldwell County,2001,"33,654",5.1,
TX,Calhoun County,2001,"20,762",5.5,
TX,Callahan County,2001,"12,703",4.3,
TX,Cameron County,2001,"342,368",8.6,
TX,Camp County,2001,"11,399",5.4,
TX,Carson County,2001,"6,385",3.5,
TX,Cass County,2001,"30,134",4.4,
TX,Castro County,2001,"8,155",4,
TX,Chambers County,2001,"26,811",5.4,
TX,Cherokee County,2001,"47,007",4.5,
TX,Childress County,2001,"7,531",4.9,
TX,Clay County,2001,"11,131",6,
TX,Cochran County,2001,"3,674",5.5,
TX,Coke County,2001,"3,810",4.5,
TX,Coleman County,2001,"9,103",4.9,
TX,Collin County,2001,"534,642",4.1,
TX,Collingsworth County,2001,"3,086",3.7,
TX,Colorado County,2001,"20,125",4.2,
TX,Comal County,2001,"80,630",4.3,
TX,Comanche County,2001,"13,710",2.6,
TX,Concho County,2001,"3,921",5.1,
TX,Cooke County,2001,"36,844",4.8,
TX,Coryell County,2001,"74,083",6,
TX,Cottle County,2001,"1,774",4.8,
TX,Crane County,2001,"3,893",4.9,
TX,Crockett County,2001,"3,844",5.6,
TX,Crosby County,2001,"6,955",4.9,
TX,Culberson County,2001,"2,865",4.7,
TX,Dallam County,2001,"6,210",3.1,
TX,Dallas County,2001,"2,249,418",9.2,
TX,Dawson County,2001,"14,863",3.1,
TX,Deaf Smith County,2001,"18,391",4.5,
TX,Delta County,2001,"5,295",4.1,
TX,Denton County,2001,"463,688",3.5,
TX,DeWitt County,2001,"20,066",4.5,
TX,Dickens County,2001,"2,653",4.9,
TX,Dimmit County,2001,"10,030",7.7,
TX,Donley County,2001,"3,829",4.3,
TX,Duval County,2001,"12,830",4.4,
TX,Eastland County,2001,"18,061",4.9,
TX,Ector County,2001,"120,802",4.9,
TX,Edwards County,2001,"2,070",4.8,
TX,Ellis County,2001,"115,286",2.9,
TX,El Paso County,2001,"689,163",4.2,
TX,Erath County,2001,"33,045",3.8,
TX,Falls County,2001,"18,280",5.5,
TX,Fannin County,2001,"31,400",4.4,
TX,Fayette County,2001,"22,397",6.3,
TX,Fisher County,2001,"4,257",3.9,
TX,Floyd County,2001,"7,452",4.5,
TX,Foard County,2001,"1,606",3.8,
TX,Fort Bend County,2001,"375,708",3.9,
TX,Franklin County,2001,"9,521",7.6,
TX,Freestone County,2001,"18,127",4.4,
TX,Frio County,2001,"16,315",6.5,
TX,Gaines County,2001,"14,451",4.5,
TX,Galveston County,2001,"254,521",5.2,
TX,Garza County,2001,"5,275",3.7,
TX,Gillespie County,2001,"21,104",3.4,
TX,Glasscock County,2001,"1,351",3,
TX,Goliad County,2001,"7,020",4.2,
TX,Gonzales County,2001,"18,714",3.6,
TX,Gray County,2001,"22,171",2.6,
TX,Grayson County,2001,"112,330",7.5,
TX,Gregg County,2001,"111,791",5.4,
TX,Grimes County,2001,"24,219",5.5,
TX,Guadalupe County,2001,"92,626",7.9,
TX,Hale County,2001,"35,876",7.2,
TX,Hall County,2001,"3,750",3.5,
TX,Hamilton County,2001,"8,169",7.8,
TX,Hansford County,2001,"5,299",2.9,
TX,Hardeman County,2001,"4,609",6.9,
TX,Hardin County,2001,"48,463",6.7,
TX,Harris County,2001,"3,471,291",3.5,
TX,Harrison County,2001,"62,256",4.2,
TX,Hartley County,2001,"5,601",3.2,
TX,Haskell County,2001,"6,034",2.8,
TX,Hays County,2001,"104,739",3.9,
TX,Hemphill County,2001,"3,327",2.7,
TX,Henderson County,2001,"73,762",4.6,
TX,Hidalgo County,2001,"590,067",6,
TX,Hill County,2001,"32,766",4.3,
TX,Hockley County,2001,"22,662",3.9,
TX,Hood County,2001,"42,425",4.6,
TX,Hopkins County,2001,"32,203",5.7,
TX,Houston County,2001,"23,122",4.3,
TX,Howard County,2001,"33,279",5.4,
TX,Hudspeth County,2001,"3,405",5.3,
TX,Hunt County,2001,"78,431",4.9,
TX,Hutchinson County,2001,"23,247",3.2,
TX,Irion County,2001,"1,673",3.2,
TX,Jack County,2001,"8,710",4.3,
TX,Jackson County,2001,"14,187",6.5,
TX,Jasper County,2001,"35,722",3.5,
TX,Jeff Davis County,2001,"2,234",7.5,
TX,Jefferson County,2001,"250,137",4.3,
TX,Jim Hogg County,2001,"5,194",4.8,
TX,Jim Wells County,2001,"39,701",5.5,
TX,Johnson County,2001,"130,795",4.8,
TX,Jones County,2001,"20,294",3.6,
TX,Karnes County,2001,"15,340",5.5,
TX,Kaufman County,2001,"75,223",5.1,
TX,Kendall County,2001,"24,433",4.3,
TX,Kenedy County,2001,421,3.4,
TX,Kent County,2001,808,3.7,
TX,Kerr County,2001,"44,331",4.3,
TX,Kimble County,2001,"4,494",3.2,
TX,King County,2001,313,2.9,
TX,Kinney County,2001,"3,419",6.8,
TX,Kleberg County,2001,"31,315",5,
TX,Knox County,2001,"4,070",5.5,
TX,Lamar County,2001,"48,522",8,
TX,Lamb County,2001,"14,566",5.3,
TX,Lampasas County,2001,"18,027",4.3,
TX,La Salle County,2001,"5,934",6.8,
TX,Lavaca County,2001,"18,958",3.3,
TX,Lee County,2001,"16,008",4.1,
TX,Leon County,2001,"15,452",3.7,
TX,Liberty County,2001,"71,679",4.9,
TX,Limestone County,2001,"22,159",4.4,
TX,Lipscomb County,2001,"2,948",3.3,
TX,Live Oak County,2001,"12,071",4.5,
TX,Llano County,2001,"17,499",4.7,
TX,Loving County,2001,66,6.3,
TX,Lubbock County,2001,"246,616",3.6,
TX,Lynn County,2001,"6,444",4.8,
TX,McCulloch County,2001,"8,034",5.8,
TX,McLennan County,2001,"215,099",4.7,
TX,McMullen County,2001,819,3.9,
TX,Madison County,2001,"13,680",3.8,
TX,Marion County,2001,"11,077",8.7,
TX,Martin County,2001,"4,697",5.2,
TX,Mason County,2001,"3,743",6.1,
TX,Matagorda County,2001,"37,804",7.6,
TX,Maverick County,2001,"47,594",17.5,
TX,Medina County,2001,"40,053",3,
TX,Menard County,2001,"2,321",3.9,
TX,Midland County,2001,"116,180",4.4,
TX,Milam County,2001,"24,445",4.5,
TX,Mills County,2001,"4,983",2.9,
TX,Mitchell County,2001,"9,576",5.3,
TX,Montague County,2001,"19,196",4.6,
TX,Montgomery County,2001,"311,437",4.5,
TX,Moore County,2001,"20,281",4.8,
TX,Morris County,2001,"13,179",4.1,
TX,Motley County,2001,"1,340",3.5,
TX,Nacogdoches County,2001,"59,541",4.7,
TX,Navarro County,2001,"45,577",5.4,
TX,Newton County,2001,"15,023",5.5,
TX,Nolan County,2001,"15,503",5.1,
TX,Nueces County,2001,"313,670",5.3,
TX,Ochiltree County,2001,"9,134",3.1,
TX,Oldham County,2001,"2,132",3.5,
TX,Orange County,2001,"84,108",4,
TX,Palo Pinto County,2001,"27,128",4.7,
TX,Panola County,2001,"22,773",7.7,
TX,Parker County,2001,"91,660",3.9,
TX,Parmer County,2001,"9,842",3.6,
TX,Pecos County,2001,"16,284",5.1,
TX,Polk County,2001,"42,945",4.8,
TX,Potter County,2001,"114,307",4.9,
TX,Presidio County,2001,"7,409",15.3,
TX,Rains County,2001,"9,664",5,
TX,Randall County,2001,"105,399",2.6,
TX,Reagan County,2001,"3,230",3.3,
TX,Real County,2001,"3,020",5.6,
TX,Red River County,2001,"14,156",8.2,
TX,Reeves County,2001,"13,022",7.3,
TX,Refugio County,2001,"7,765",4.5,
TX,Roberts County,2001,880,4.7,
TX,Robertson County,2001,"16,132",4.7,
TX,Rockwall County,2001,"46,697",4,
TX,Runnels County,2001,"11,148",4.5,
TX,Rusk County,2001,"47,837",5.1,
TX,Sabine County,2001,"10,435",10.3,
TX,San Augustine County,2001,"8,860",5.6,
TX,San Jacinto County,2001,"22,897",5,
TX,San Patricio County,2001,"66,690",5.9,
TX,San Saba County,2001,"6,181",4.4,
TX,Schleicher County,2001,"3,016",3.2,
TX,Scurry County,2001,"15,838",5.2,
TX,Shackelford County,2001,"3,334",3.2,
TX,Shelby County,2001,"25,171",2.9,
TX,Sherman County,2001,"3,131",3.1,
TX,Smith County,2001,"177,836",3.3,
TX,Somervell County,2001,"7,017",4.4,
TX,Starr County,2001,"54,294",15.7,
TX,Stephens County,2001,"9,455",5.1,
TX,Sterling County,2001,"1,341",3.6,
TX,Stonewall County,2001,"1,568",4.3,
TX,Sutton County,2001,"4,032",3.3,
TX,Swisher County,2001,"8,248",4.2,
TX,Tarrant County,2001,"1,490,204",4.4,
TX,Taylor County,2001,"125,920",6.8,
TX,Terrell County,2001,"1,017",6.3,
TX,Terry County,2001,"12,473",5.3,
TX,Throckmorton County,2001,"1,791",3.1,
TX,Titus County,2001,"28,100",4.5,
TX,Tom Green County,2001,"103,923",3.9,
TX,Travis County,2001,"844,877",4.4,
TX,Trinity County,2001,"13,852",9.3,
TX,Tyler County,2001,"20,657",7.2,
TX,Upshur County,2001,"35,746",5.2,
TX,Upton County,2001,"3,231",4.1,
TX,Uvalde County,2001,"25,939",6.4,
TX,Val Verde County,2001,"45,144",6.2,
TX,Van Zandt County,2001,"48,932",4.5,
TX,Victoria County,2001,"84,491",4.2,
TX,Walker County,2001,"62,444",6,
TX,Waller County,2001,"33,747",4.5,
TX,Ward County,2001,"10,459",3.2,
TX,Washington County,2001,"30,433",8.9,
TX,Webb County,2001,"200,347",6.5,
TX,Wharton County,2001,"40,991",4.6,
TX,Wheeler County,2001,"5,170",7.4,
TX,Wichita County,2001,"130,790",3.2,
TX,Wilbarger County,2001,"14,299",3.7,
TX,Willacy County,2001,"20,016",10.9,
TX,Williamson County,2001,"276,940",5.5,
TX,Wilson County,2001,"33,408",5.8,
TX,Winkler County,2001,"7,056",5.5,
TX,Wise County,2001,"50,927",4.1,
TX,Wood County,2001,"37,288",3.9,
TX,Yoakum County,2001,"7,299",4.3,
TX,Young County,2001,"17,659",4.9,
TX,Zapata County,2001,"12,266",7.2,
TX,Zavala County,2001,"11,596",13.2,
OR,Baker County,2001,"16,618",4.2,
OR,Benton County,2001,"78,491",3,
OR,Clackamas County,2001,"343,444",5.2,
OR,Clatsop County,2001,"35,509",5.8,
OR,Columbia County,2001,"44,196",5.3,
OR,Coos County,2001,"62,190",5.3,
OR,Crook County,2001,"19,705",8.5,
OR,Curry County,2001,"21,250",4.3,
OR,Deschutes County,2001,"120,526",6.5,
OR,Douglas County,2001,"100,562",3.2,
OR,Gilliam County,2001,"1,901",6,
OR,Grant County,2001,"7,498",5.2,
OR,Harney County,2001,"7,491",12.4,
OR,Hood River County,2001,"20,397",7.6,
OR,Jackson County,2001,"183,835",6.5,
OR,Jefferson County,2001,"19,653",4.3,
OR,Josephine County,2001,"76,452",8.4,
OR,Klamath County,2001,"64,139",8.6,
OR,Lake County,2001,"7,538",7,
OR,Lane County,2001,"324,855",3.5,
OR,Lincoln County,2001,"43,854",7.3,
OR,Linn County,2001,"103,544",3.1,
OR,Malheur County,2001,"31,532",8.3,
OR,Marion County,2001,"288,136",8.7,
OR,Morrow County,2001,"11,043",5,
OR,Multnomah County,2001,"669,690",6.3,
OR,Polk County,2001,"63,445",4.8,
OR,Sherman County,2001,"1,848",3.1,
OR,Tillamook County,2001,"24,359",6.2,
OR,Umatilla County,2001,"70,682",7,
OR,Union County,2001,"24,353",5.2,
OR,Wallowa County,2001,"7,112",9.2,
OR,Wasco County,2001,"23,808",8.7,
OR,Washington County,2001,"460,622",8.9,
OR,Wheeler County,2001,"1,503",7.4,
OR,Yamhill County,2001,"86,156",6.1,
OK,Oklahoma,2002,"3,489,080",11.5,
OK,Adair County,2002,"21,271",#N/A,
OK,Alfalfa County,2002,"5,894",4.9,
OK,Atoka County,2002,"13,836",5.3,
OK,Beaver County,2002,"5,617",3.3,
OK,Beckham County,2002,"20,142",3.3,
OK,Blaine County,2002,"11,574",6.5,
OK,Bryan County,2002,"37,003",6.7,
OK,Caddo County,2002,"29,532",8.1,
OK,Canadian County,2002,"91,507",4.3,
OK,Carter County,2002,"45,656",9.2,
OK,Cherokee County,2002,"43,625",6.6,
OK,Choctaw County,2002,"15,307",6.6,
OK,Cimarron County,2002,"2,914",5.9,
OK,Cleveland County,2002,"217,235",4.3,
OK,Coal County,2002,"5,954",5.2,
OK,Comanche County,2002,"113,551",3.9,
OK,Cotton County,2002,"6,338",4.7,
OK,Craig County,2002,"14,712",4.7,
OK,Creek County,2002,"68,148",5.9,
OK,Custer County,2002,"25,347",5.9,
OK,Delaware County,2002,"37,970",6.1,
OK,Dewey County,2002,"4,601",6.3,
OK,Ellis County,2002,"4,002",7,
OK,Garfield County,2002,"57,249",5.5,
OK,Garvin County,2002,"27,083",5.5,
OK,Grady County,2002,"46,691",5,
OK,Grant County,2002,"4,979",3.8,
OK,Greer County,2002,"5,970",6.6,
OK,Harmon County,2002,"3,051",7.4,
OK,Harper County,2002,"3,469",7.4,
OK,Haskell County,2002,"11,806",7.4,
OK,Hughes County,2002,"13,858",7.3,
OK,Jackson County,2002,"27,513",6.8,
OK,Jefferson County,2002,"6,543",6.3,
OK,Johnston County,2002,"10,475",8.4,
OK,Kay County,2002,"47,686",8.4,
OK,Kingfisher County,2002,"13,940",8.4,
OK,Kiowa County,2002,"10,015",8.4,
OK,Latimer County,2002,"10,703",6.7,
OK,Le Flore County,2002,"48,321",8.6,
OK,Lincoln County,2002,"32,489",4.5,
OK,Logan County,2002,"35,030",4.5,
OK,Love County,2002,"8,836",4.8,
OK,McClain County,2002,"28,169",15.4,
OK,McCurtain County,2002,"33,788",15.4,
OK,McIntosh County,2002,"19,552",15.4,
OK,Major County,2002,"7,559",5.8,
OK,Marshall County,2002,"13,659",5.2,
OK,Mayes County,2002,"38,702",15.4,
OK,Murray County,2002,"12,665",15.2,
OK,Muskogee County,2002,"69,334",15.2,
OK,Noble County,2002,"11,414",11.5,
OK,Nowata County,2002,"10,561",11.5,
OK,Okfuskee County,2002,"11,817",11.5,
OK,Oklahoma County,2002,"671,120",11.5,
OK,Okmulgee County,2002,"39,594",11.5,
OK,Osage County,2002,"45,414",16.7,
OK,Ottawa County,2002,"32,660",16.7,
OK,Pawnee County,2002,"16,764",17.6,
OK,Payne County,2002,"70,708",17.6,
OK,Pittsburg County,2002,"43,933",16.7,
OK,Pontotoc County,2002,"34,929",12.7,
OK,Pottawatomie County,2002,"66,469",12.7,
OK,Pushmataha County,2002,"11,551",12.7,
OK,Roger Mills County,2002,"3,242",13.1,
OK,Rogers County,2002,"75,193",13.1,
OK,Seminole County,2002,"24,540",13.5,
OK,Sequoyah County,2002,"39,570",13.5,
OK,Stephens County,2002,"42,771",13.5,
OK,Texas County,2002,"19,734",13.5,
OK,Tillman County,2002,"8,841",13.5,
OK,Tulsa County,2002,"569,170",8.1,
OK,Wagoner County,2002,"60,561",15.8,
OK,Washington County,2002,"49,032",15.8,
OK,Washita County,2002,"11,243",15.8,
OK,Woods County,2002,"8,896",15.8,
OK,Woodward County,2002,"18,482",15.8,
IA,Adair County,2002,"8,059",#N/A,
IA,Adams County,2002,"4,370",6.1,
IA,Allamakee County,2002,"14,289",4.9,
IA,Appanoose County,2002,"13,420",4.9,
IA,Audubon County,2002,"6,572",5.3,
IA,Benton County,2002,"25,829",6.5,
IA,Black Hawk County,2002,"126,876",6.5,
IA,Boone County,2002,"26,086",6.5,
IA,Bremer County,2002,"23,386",6.7,
IA,Buchanan County,2002,"20,796",6.7,
IA,Buena Vista County,2002,"20,233",6.7,
IA,Butler County,2002,"14,926",8.1,
IA,Calhoun County,2002,"10,683",5.1,
IA,Carroll County,2002,"21,159",7.2,
IA,Cass County,2002,"14,242",6.6,
IA,Cedar County,2002,"18,150",6.6,
IA,Cerro Gordo County,2002,"45,430",6.6,
IA,Cherokee County,2002,"12,685",6.6,
IA,Chickasaw County,2002,"12,941",6.6,
IA,Clarke County,2002,"9,213",6.4,
IA,Clay County,2002,"17,086",4.3,
IA,Clayton County,2002,"18,369",4.3,
IA,Clinton County,2002,"49,659",5.2,
IA,Crawford County,2002,"16,981",5.9,
IA,Dallas County,2002,"44,960",5.9,
IA,Davis County,2002,"8,586",4.9,
IA,Decatur County,2002,"8,603",4.9,
IA,Delaware County,2002,"18,271",6.1,
IA,Des Moines County,2002,"41,138",6.3,
IA,Dickinson County,2002,"16,351",6.3,
IA,Dubuque County,2002,"89,132",8.6,
IA,Emmet County,2002,"10,815",7,
IA,Fayette County,2002,"21,643",7,
IA,Floyd County,2002,"16,670",7,
IA,Franklin County,2002,"10,674",5.5,
IA,Fremont County,2002,"7,787",5.5,
IA,Greene County,2002,"10,105",6.6,
IA,Grundy County,2002,"12,372",6.5,
IA,Guthrie County,2002,"11,227",6.5,
IA,Hamilton County,2002,"16,337",4.3,
IA,Hancock County,2002,"11,846",7.7,
IA,Hardin County,2002,"18,476",7.4,
IA,Harrison County,2002,"15,421",7.4,
IA,Henry County,2002,"20,086",6.5,
IA,Howard County,2002,"9,860",7.3,
IA,Humboldt County,2002,"10,176",7.3,
IA,Ida County,2002,"7,636",6.5,
IA,Iowa County,2002,"15,911",6.5,
IA,Jackson County,2002,"20,142",6.8,
IA,Jasper County,2002,"37,552",6.8,
IA,Jefferson County,2002,"16,131",6.3,
IA,Johnson County,2002,"114,948",8.4,
IA,Jones County,2002,"20,283",8.4,
IA,Keokuk County,2002,"11,330",8.4,
IA,Kossuth County,2002,"16,670",3.6,
IA,Lee County,2002,"36,960",8.6,
IA,Linn County,2002,"195,987",4.5,
IA,Louisa County,2002,"12,225",4.8,
IA,Lucas County,2002,"9,360",4.8,
IA,Lyon County,2002,"11,670",4.8,
IA,Madison County,2002,"14,312",5.8,
IA,Mahaska County,2002,"22,394",5.8,
IA,Marion County,2002,"32,572",6.2,
IA,Marshall County,2002,"39,297",5.2,
IA,Mills County,2002,"14,546",15.4,
IA,Mitchell County,2002,"10,822",15.4,
IA,Monona County,2002,"9,791",15.5,
IA,Monroe County,2002,"7,887",15.5,
IA,Montgomery County,2002,"11,313",15.5,
IA,Muscatine County,2002,"41,757",15.2,
IA,O'Brien County,2002,"14,808",11.5,
IA,Osceola County,2002,"6,899",16.7,
IA,Page County,2002,"16,506",16.7,
IA,Palo Alto County,2002,"9,896",16.7,
IA,Plymouth County,2002,"24,729",16.7,
IA,Pocahontas County,2002,"8,355",16.7,
IA,Polk County,2002,"384,355",16.7,
IA,Pottawattamie County,2002,"88,447",12.7,
IA,Poweshiek County,2002,"18,941",12.7,
IA,Ringgold County,2002,"5,339",14.9,
IA,Sac County,2002,"11,119",14.8,
IA,Scott County,2002,"158,086",13.5,
IA,Shelby County,2002,"12,869",13.5,
IA,Sioux County,2002,"32,164",13.5,
IA,Story County,2002,"81,885",13.5,
IA,Tama County,2002,"18,017",13.5,
IA,Taylor County,2002,"6,813",13.5,
IA,Union County,2002,"12,163",8.1,
IA,Van Buren County,2002,"7,722",16.1,
IA,Wapello County,2002,"35,796",15.8,
IA,Warren County,2002,"41,422",15.8,
IA,Washington County,2002,"21,108",15.8,
IA,Wayne County,2002,"6,665",15.8,
IA,Webster County,2002,"39,654",15.8,
IA,Winnebago County,2002,"11,403",15.8,
IA,Winneshiek County,2002,"21,183",15.8,
IA,Woodbury County,2002,"102,666",15.8,
IA,Worth County,2002,"7,795",15.8,
IA,Wright County,2002,"13,957",15.8,
TX,Anderson County,2002,"54,740",4.9,
TX,Andrews County,2002,"13,022",4.9,
TX,Angelina County,2002,"80,803",4.9,
TX,Aransas County,2002,"22,616",4.9,
TX,Archer County,2002,"8,942",5.6,
TX,Armstrong County,2002,"2,036",5.3,
TX,Atascosa County,2002,"40,767",5.3,
TX,Austin County,2002,"24,818",5.3,
TX,Bailey County,2002,"6,637",3.3,
TX,Bandera County,2002,"18,652",3.3,
TX,Bastrop County,2002,"63,508",3.3,
TX,Baylor County,2002,"3,897",3.3,
TX,Bee County,2002,"31,804",3.3,
TX,Bell County,2002,"249,671",3.3,
TX,Bexar County,2002,"1,446,755",6.5,
TX,Blanco County,2002,"8,950",6.5,
TX,Borden County,2002,685,6.5,
TX,Bosque County,2002,"17,474",6.5,
TX,Bowie County,2002,"88,813",5.4,
TX,Brazoria County,2002,"255,246",5.1,
TX,Brazos County,2002,"159,297",5.1,
TX,Brewster County,2002,"8,945",6.7,
TX,Briscoe County,2002,"1,746",6.7,
TX,Brooks County,2002,"7,668",6.7,
TX,Brown County,2002,"37,766",6.7,
TX,Burleson County,2002,"16,666",5.2,
TX,Burnet County,2002,"36,850",5.2,
TX,Caldwell County,2002,"34,715",5.1,
TX,Calhoun County,2002,"20,550",5.1,
TX,Callahan County,2002,"12,799",5.1,
TX,Cameron County,2002,"350,194",7.1,
TX,Camp County,2002,"11,549",7.1,
TX,Carson County,2002,"6,508",7.2,
TX,Cass County,2002,"30,120",6.6,
TX,Castro County,2002,"8,083",6.6,
TX,Chambers County,2002,"27,490",6.6,
TX,Cherokee County,2002,"47,136",6.6,
TX,Childress County,2002,"7,428",6.6,
TX,Clay County,2002,"11,292",4.3,
TX,Cochran County,2002,"3,521",5.2,
TX,Coke County,2002,"3,732",5.2,
TX,Coleman County,2002,"8,937",3.9,
TX,Collin County,2002,"563,565",3.9,
TX,Collingsworth County,2002,"3,093",3.9,
TX,Colorado County,2002,"20,328",3.9,
TX,Comal County,2002,"82,797",3.9,
TX,Comanche County,2002,"13,582",3.9,
TX,Concho County,2002,"3,959",3.9,
TX,Cooke County,2002,"37,390",3.9,
TX,Coryell County,2002,"73,135",4.7,
TX,Cottle County,2002,"1,726",4.7,
TX,Crane County,2002,"3,891",4.7,
TX,Crockett County,2002,"3,841",5.9,
TX,Crosby County,2002,"6,852",5.9,
TX,Culberson County,2002,"2,829",5.9,
TX,Dallam County,2002,"6,159",4.9,
TX,Dallas County,2002,"2,250,326",5.9,
TX,Dawson County,2002,"14,429",4.9,
TX,Deaf Smith County,2002,"18,439",4.9,
TX,Delta County,2002,"5,366",6.1,
TX,Denton County,2002,"487,617",6.3,
TX,DeWitt County,2002,"20,015",6.3,
TX,Dickens County,2002,"2,679",6.3,
TX,Dimmit County,2002,"10,042",6.3,
TX,Donley County,2002,"3,825",6.3,
TX,Duval County,2002,"12,707",7,
TX,Eastland County,2002,"18,252",7,
TX,Ector County,2002,"122,199",7,
TX,Edwards County,2002,"2,056",7,
TX,Ellis County,2002,"118,737",7,
TX,El Paso County,2002,"696,446",7,
TX,Erath County,2002,"33,619",7,
TX,Falls County,2002,"18,090",7,
TX,Fannin County,2002,"31,808",7,
TX,Fayette County,2002,"22,668",7,
TX,Fisher County,2002,"4,242",7,
TX,Floyd County,2002,"7,289",7,
TX,Foard County,2002,"1,536",7,
TX,Fort Bend County,2002,"397,943",7,
TX,Franklin County,2002,"9,536",5.5,
TX,Freestone County,2002,"18,395",5.5,
TX,Frio County,2002,"16,467",5.5,
TX,Gaines County,2002,"14,453",5.5,
TX,Galveston County,2002,"260,096",5.5,
TX,Garza County,2002,"5,385",5.5,
TX,Gillespie County,2002,"21,585",5,
TX,Glasscock County,2002,"1,339",5,
TX,Goliad County,2002,"7,051",5,
TX,Gonzales County,2002,"18,882",5,
TX,Gray County,2002,"21,940",7.4,
TX,Grayson County,2002,"113,239",7.4,
TX,Gregg County,2002,"112,767",6.6,
TX,Grimes County,2002,"24,736",6.6,
TX,Guadalupe County,2002,"95,246",6.5,
TX,Hale County,2002,"35,598",6.5,
TX,Hall County,2002,"3,709",6.5,
TX,Hamilton County,2002,"8,069",4.3,
TX,Hansford County,2002,"5,242",7.7,
TX,Hardeman County,2002,"4,547",7.4,
TX,Hardin County,2002,"49,045",7.4,
TX,Harris County,2002,"3,536,682",7.4,
TX,Harrison County,2002,"62,062",7.4,
TX,Hartley County,2002,"5,364",7.4,
TX,Haskell County,2002,"5,915",7.4,
TX,Hays County,2002,"111,397",5.6,
TX,Hemphill County,2002,"3,357",8,
TX,Henderson County,2002,"74,712",8,
TX,Hidalgo County,2002,"610,520",5.9,
TX,Hill County,2002,"33,120",5.9,
TX,Hockley County,2002,"22,745",5.9,
TX,Hood County,2002,"43,344",5.9,
TX,Hopkins County,2002,"32,335",5.9,
TX,Houston County,2002,"23,257",7.3,
TX,Howard County,2002,"33,479",7.3,
TX,Hudspeth County,2002,"3,398",7.3,
TX,Hunt County,2002,"80,234",6.5,
TX,Hutchinson County,2002,"23,116",6.5,
TX,Irion County,2002,"1,697",6.5,
TX,Jack County,2002,"8,916",6.5,
TX,Jackson County,2002,"14,172",6.8,
TX,Jasper County,2002,"35,692",6.8,
TX,Jeff Davis County,2002,"2,201",6.8,
TX,Jefferson County,2002,"250,146",6.3,
TX,Jim Hogg County,2002,"5,220",6.3,
TX,Jim Wells County,2002,"39,821",6.3,
