,State,County,Wind Farm Name,Year,Turbine Count,WF Total MW,Turbine Manufacturer,Turbine Model,Turbine Hub Height,Rotor Diameter,lng,lat,Duplicated
36708,CA,Kern County,Mustang Hills,2012.0,6,18.0,Vestas,V90-3.0,80.0,90.0,-118.24119,35.0303,False
36714,OH,Richland County,NEXGEN,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-82.64322,40.76377,False
36715,TX,Howard County,NORESCO,2009.0,1,0.1,Northern Power Systems,NPS-100,,,-101.50759,32.2276,False
36716,CO,Jefferson County,NREL - NWTC,2011.0,6,7.1,Gamesa,G97-2.0,90.0,97.0,-105.22704,39.90507,False
36719,HI,Honolulu County,Na Pua Makani,2020.0,8,27.6,Vestas,V136-3.45,105.0,136.0,-157.95004,21.66922,False
36726,MA,Nantucket County,Nantucket High School,2010.0,1,0.1,Northern Power Systems,NW100,37.0,21.0,-70.09777,41.27214,False
36727,MA,Worcester County,Nature's Classroom Wind Turbine,2009.0,1,0.1,Northern Power Systems,NW100,,21.0,-72.0039,42.11089,False
36728,WV,Grant County,"NedPower Mount Storm, Phase I",2008.0,82,164.0,Gamesa,G80-2.0,78.0,80.0,-79.1983,39.22559,False
36813,WV,Grant County,"NedPower Mount Storm, Phase II",2008.0,50,100.0,Gamesa,G80-2.0,78.0,80.0,-79.2037,39.23169,False
36860,IA,Emmet County,Neppel Wind Power Project,2004.0,1,1.5,NEG Micon,NM72/1500,70.0,72.0,-94.57902,43.40199,False
36861,CA,Riverside County,Nestle Waters,2012.0,2,3.0,GE Wind,GE1.5-82.5,80.0,82.5,-116.75129,33.9176,False
36863,CA,Riverside County,Nestle Waters II,2018.0,1,1.85,GE Wind,GE1.85-82.5,80.0,82.5,-116.7531,33.91169,False
36864,WV,Grant County,New Creek Wind,2016.0,49,102.5,Gamesa,G97-2.1,78.0,97.0,-79.1303,39.22595,False
36913,RI,Kent County,New England Tech,2009.0,1,0.1,Northern Power Systems,NPS-100,37.0,21.0,-71.4664,41.72439,False
36915,ND,McHenry County,New Frontier,2018.0,29,100.05,Vestas,V126-3.45,87.0,126.0,-100.93276,47.87184,False
36944,IA,Crawford County,New Harvest,2012.0,50,100.0,Gamesa,G87-2.0,78.0,87.0,-95.46399,42.176,False
36994,IA,Henry County,New London,2011.0,1,1.5,Vensys,Vensys82,85.0,82.3,-91.39517,40.95477,False
36995,NM,De Baca County,New Mexico Wind Energy Center,2003.0,136,204.0,GE Wind,GE1.5-87,80.0,87.0,-104.08092,34.53738,False
37132,NY,Chautauqua County,New York State Thruway Authority,2015.0,4,1.1,Vergnet,GEV MP-R,32.0,29.0,-79.30969,42.46044,False
37136,WA,Benton County,Nine Canyon,2002.0,37,48.1,Bonus,B62,60.0,62.0,-119.07335,46.10563,False
37173,WA,Benton County,Nine Canyon II,2003.0,12,15.6,Bonus,B62,60.0,62.0,-119.14088,46.10399,False
37185,WA,Benton County,Nine Canyon III,2008.0,14,32.2,Siemens,SWT-2.3-93,80.0,93.0,-119.13619,46.09539,False
37200,KS,Pratt County,Ninnescah,2016.0,121,208.27,GE Wind,GE1.715-103,80.0,103.0,-98.55418,37.62292,False
37322,MA,Plymouth County,No Fossil Fuel - Kingston,2012.0,3,6.0,Gamesa,G90-2.0,90.0,90.0,-70.7251,41.97159,False
37325,NY,Clinton County,Noble Altona,2009.0,65,97.5,GE Wind,GE1.5-77,80.0,77.0,-73.6594,44.80539,False
37390,NY,Wyoming County,Noble Bliss,2008.0,67,100.5,GE Wind,GE1.5-77,80.0,77.0,-78.2916,42.54129,False
37457,NY,Franklin County,Noble Chateaugay,2009.0,71,106.5,GE Wind,GE1.5-77,80.0,77.0,-74.0245,44.92469,False
37528,NY,Clinton County,Noble Clinton,2008.0,67,100.5,GE Wind,GE1.5-77,80.0,77.0,-73.9902,44.93799,False
37595,NY,Clinton County,Noble Ellenburg,2008.0,54,81.0,GE Wind,GE1.5-77,80.0,77.0,-74.0031,44.85989,False
37649,TX,Hansford County,Noble Great Plains,2009.0,76,114.0,GE Wind,GE1.5-77,80.0,77.0,-101.36749,36.4884,False
37725,NY,Wyoming County,Noble Wethersfield,2009.0,84,126.0,GE Wind,GE1.5-77,80.0,77.0,-78.2454,42.65719,False
37809,MN,Nobles County,Nobles,2010.0,134,201.0,GE Wind,GE1.5-77,80.0,77.0,-95.83699,43.72769,False
37944,MN,Nobles County,Nobles 2 Power Partners,2020.0,74,250.4,Vestas,V136-3.6,82.0,136.0,-95.89832,43.78494,False
38019,MN,Jackson County,Nobles Cooperative Electric,2008.0,1,2.1,Suzlon,S88,79.0,88.0,-95.43729,43.71859,False
38020,AK,Nome Census Area,Nome,2008.0,18,0.9,Entegrity,EW50,31.1,15.0,-165.42728,64.5684,False
38035,AK,Nome Census Area,Nome Newton Peak,2013.0,2,1.8,EWT,DW-54-900,50.0,54.0,-165.43127,64.5667,False
38037,MN,Lincoln County,Norgaard,2006.0,7,8.75,Suzlon,S64,74.0,64.0,-96.33139,44.31539,False
38039,MN,Lincoln County,Norgaard (7 Projects),2006.0,7,8.75,Suzlon,S64,73.0,64.0,-96.3318,44.31963,False
38044,PA,Cambria County,North Allegheny,2009.0,35,70.0,Gamesa,G87,78.0,87.0,-78.62862,40.37655,False
38077,ND,LaMoure County,North Dakota Wind I,2003.0,27,40.5,GE Wind,GE1.5-70.5,65.0,70.5,-98.89959,46.35409,False
38104,ND,LaMoure County,North Dakota Wind II,2003.0,14,21.0,GE Wind,GE1.5-70.5,65.0,70.5,-98.87319,46.31799,False
38118,IA,Poweshiek County,North English,2018.0,100,200.0,Vestas,V110-2.0,95.0,110.0,-92.52505,41.62207,False
38218,IA,Poweshiek County,North English II,2019.0,70,140.0,Vestas,V110-2.0,95.0,110.0,-92.43336,41.63279,False
38288,MO,Barton County,North Fork Ridge,2020.0,69,149.4,Vestas,V120-2.2,122.0,120.0,-94.48968,37.43851,False
38359,OR,Gilliam County,North Hurlburt,2012.0,24,60.0,GE Wind,GE2.5-100,85.0,100.0,-120.07568,45.7408,False
38380,RI,Washington County,North Kingstown Green,2012.0,1,1.5,Goldwind,GW82,85.0,82.0,-71.4869,41.58159,False
38381,IN,Newton County,North Newton School Corporation,2012.0,1,0.9,PowerWind,PW56-900,70.0,56.0,-87.42627,41.03259,False
38382,MN,Lincoln County,North Shaokatan Wind Farm,2000.0,18,11.88,Vestas,V47-0.66,65.0,47.0,-96.42609,44.42609,False
38400,CA,Kern County,North Sky River,2012.0,100,162.0,GE Wind,GE1.62-100,80.0,100.0,-118.22629,35.3064,False
38500,CO,Logan County,Northeast Colorado Wind,2009.0,81,174.3,Siemens,SWT-2.3-93,80.0,93.0,-102.80439,40.98079,False
38581,ND,Burke County,Northern Divide (Burke),2020.0,74,193.24,GE Wind,GE2.72-116,90.0,116.0,-102.89906,48.81584,False
38656,OH,Paulding County,Northwest Ohio,2018.0,42,105.0,GE Wind,GE2.5-116,90.0,116.0,-84.65253,41.04416,False
38698,IN,Howard County,Northwestern School Corporation,2012.0,1,0.9,PowerWind,PW56,71.0,56.0,-86.2045,40.52319,False
38699,TX,Winkler County,Notrees,2009.0,96,152.61,GE Wind,GE1.5-77,80.0,77.0,-102.80919,31.9667,False
38795,IA,O'Brien County,O'Brien,2016.0,104,250.26,Siemens,SWT-2.3-108,80.0,108.0,-95.55122,43.2157,False
38898,OK,Woodward County,OK Wind Energy Center(mooreland),2003.0,68,102.0,GE Wind,GE1.5-70.5,65.0,70.5,-99.28304,36.58009,False
38967,OH,Hardin County,ONU Wind,2010.0,3,1.2,Turbowinds,T-400-34,50.0,34.0,-83.84329,40.76369,False
38971,OK,Woodward County,OU Spirit,2009.0,44,101.2,Siemens,SWT-2.3-93,80.0,93.0,-99.4315,36.33159,False
39015,CA,Kern County,Oak Creek Energy Systems,2002.0,8,5.95,GE Wind,1.5SLE,80.0,77.0,-118.36439,35.03429,False
39016,MN,Steele County,Oak Glen Wind Project,2011.0,24,43.2,Vestas,V90-1.8,80.0,90.0,-93.12819,43.91059,False
39040,SD,Clark County,Oak Tree,2014.0,11,19.5,GE Wind,GE1.85-87,80.0,87.0,-97.76702,44.94055,False
39051,ME,Aroostook County,Oakfield Wind,2015.0,48,147.6,Vestas,V112-3.075,84.0,112.0,-68.11326,46.08439,False
39052,OK,Murray County,Origin,2014.0,75,150.0,Vestas,V100-2.0,80.0,100.0,-97.22157,34.41591,False
39100,CA,Kern County,Oasis,2004.0,1,1.0,Mitsubishi,MWT57/1.0,60.0,57.0,-118.27615,35.06097,False
39101,CA,Kern County,Oasis Repowering,2020.0,21,72.0,Vestas,V136-3.6,82.0,136.0,-118.28214,35.05705,False
39122,TX,Howard County,Ocotillo,2008.0,28,58.8,Suzlon,S88,79.0,88.0,-101.39679,32.1576,False
39150,CA,Imperial County,Ocotillo Wind I,2012.0,94,222.78,Siemens,SWT-2.37-108,80.0,108.0,-116.07019,32.7427,False
39262,MN,Jackson County,Odell,2016.0,100,200.0,Vestas,V110-2.0,80.0,110.0,-94.95293,43.83895,False
39362,MN,Cottonwood County,Odin,2008.0,10,20.0,Suzlon,S88,79.0,88.0,-94.86118,43.86102,False
39372,TX,Floyd County,Old Settler Wind,2017.0,63,151.2,GE Wind,GE2.4-107,80.0,107.0,-101.19158,33.99525,False
39436,ND,Oliver County,Oliver County Wind Energy Center,2006.0,22,50.6,Siemens,SWT-2.3-93,80.0,93.0,-101.22589,47.14139,False
39458,ND,Oliver County,Oliver II,2007.0,32,48.0,GE Wind,GE1.5-77,80.0,77.0,-101.28739,47.15819,False
39490,ND,Morton County,Oliver III,2017.0,48,99.25,GE Wind,GE2.0-116,80.0,116.0,-101.15334,46.96744,False
39536,MN,Pipestone County,Olsen Farms,2001.0,2,1.5,NEG Micon,NM48/750,55.0,48.0,-96.3401,43.89454,False
39538,NE,Douglas County,Omaha Public,2001.0,1,0.66,Vestas,V47-0.66,60.0,47.0,-96.37525,41.33141,False
39539,NY,Wyoming County,Orangeville Wind,2013.0,52,84.24,GE Wind,GE1.62-100,80.0,100.0,-78.2019,42.74379,False
39598,ID,Twin Falls County,Oregon Trail,2011.0,9,13.5,GE Wind,GE1.5-82.5,80.0,82.5,-114.99029,42.8494,False
39607,IA,Adair County,Orient 2019,2019.0,193,398.8,Vestas,V120-2.2,95.0,120.0,-94.40613,41.25677,False
39805,IA,Adair County,Orient I,2018.0,51,102.0,Vestas,V110-2.0,95.0,110.0,-94.46133,41.19255,False
39929,IA,Mitchell County,Osage Utilities,2009.0,1,1.5,GE Wind,GE1.5-77,80.0,77.0,-92.84059,43.29249,False
39930,OK,Osage County,Osage Wind,2015.0,84,150.36,GE Wind,GE1.79-100,80.0,100.0,-96.66126,36.72236,False
40015,MO,DeKalb County,Osborn,2016.0,97,200.91,GE Wind,GE2.1-116,94.0,116.0,-94.47968,39.89323,False
40091,NM,Lea County,Oso Grande,2020.0,61,247.4,Siemens Gamesa Renewable Energy,SG-4.5-145,107.5,145.0,-103.74265,33.10202,False
40152,IL,McHenry County,Other World Computing,2009.0,1,0.5,Vestas,V39-0.5,40.5,39.0,-88.41733,42.28112,False
40153,MA,Berkshire County,Otis Wind Energy Project,2017.0,1,1.5,Vensys,V82,85.0,82.0,-73.02576,42.22577,False
40154,IL,LaSalle County,Otter Creek,2020.0,42,158.2,Vestas,V136-3.8,82.0,136.0,-88.70477,41.14088,False
40196,TX,Lubbock County,PYCO Soaring Wind Farm,2008.0,10,10.0,Fuhrlander,FL1000,70.0,54.0,-101.80019,33.55249,False
40206,OR,Sherman County,PaTu Wind Farm,2010.0,6,9.0,GE Wind,GE1.5-77,80.0,77.0,-120.61729,45.60449,False
40212,CA,Kern County,Pacific Wind,2012.0,70,143.5,REpower,MM92,78.5,92.5,-118.45689,34.89959,False
40282,CA,Riverside County,Painted Hills Repower,2020.0,13,39.0,Vestas,V112-3.0,,112.0,-116.61912,33.94339,False
40295,HI,Hawaii County,Pakini Nui (KA'ALUALU),2007.0,14,21.0,GE Wind,GE1.5-70.5,65.0,70.5,-155.6884,18.97799,False
40309,CA,Riverside County,Palm Springs (repower),2011.0,33,49.5,GE Wind,GE1.5-77,65.0,77.0,-116.57439,33.9109,False
40342,TX,Cameron County,Palmas Altas,2019.0,46,144.9,Nordex,AW125/3150,87.5,125.0,-97.49607,26.2736,False
40388,MN,Chippewa County,Palmer's Creek,2018.0,18,44.6,GE Wind,GE2.5-116,90.0,116.0,-95.57402,44.86485,False
40405,IA,Palo Alto County,Palo Alto,2019.0,125,250.0,Vestas,V110-2.0,95.0,110.0,-94.58273,43.21782,False
40531,IA,Palo Alto County,Palo Alto II,2020.0,45,90.0,Vestas,V110-2.0,95.0,110.0,-94.51971,43.14983,False
40576,TX,Ochiltree County,Palo Duro,2014.0,147,249.9,GE Wind,GE1.7-100,80.0,100.0,-101.00103,36.45672,False
40723,WA,Whitman County,Palouse,2012.0,58,104.4,Vestas,V100-1.8,80.0,100.0,-117.30259,47.10529,False
40781,TX,Carson County,Panhandle Wind 1,2014.0,118,218.3,GE Wind,GE1.85-87,80.0,87.0,-101.20105,35.43345,False
40899,TX,Carson County,Panhandle Wind 2,2014.0,79,181.7,Siemens,SWT-2.3-108,80.0,108.0,-101.41873,35.43972,False
40979,TX,Carson County,Pantex Renewable Energy Project,2014.0,5,11.5,Siemens,SWT-2.3-101,80.0,101.0,-101.53599,35.32269,False
40984,TX,Glasscock County,Panther Creek I,2008.0,95,142.5,GE Wind,GE1.62-91,80.0,91.0,-101.38069,31.96549,False
41079,TX,Glasscock County,Panther Creek II,2009.0,77,115.5,GE Wind,GE1.62-91,80.0,91.0,-101.34549,31.9378,False
41156,TX,Sterling County,Panther Creek III,2009.0,133,199.5,GE Wind,GE1.5-77,80.0,77.0,-101.14689,31.997,False
41290,TX,San Patricio County,Papalote Creek,2009.0,109,179.85,Vestas,V82-1.65,80.0,82.0,-97.41919,27.9033,False
41399,TX,San Patricio County,Papalote Creek II,2010.0,87,200.1,Siemens,SWT-2.3-101,80.0,101.0,-97.3215,27.97949,False
41486,ME,Penobscot County,Passadumkeag,2016.0,13,42.9,Vestas,V112-3.3,84.0,112.0,-68.34334,45.12727,False
41499,ME,Waldo County,Patriot,2008.0,3,4.5,GE Wind,GE1.5-77,80.0,77.0,-69.33829,44.49161,False
41502,TX,Nueces County,Patriot Wind,2019.0,63,226.05,Vestas,V136-3.6,82.0,136.0,-97.67221,27.56189,False
41565,PA,Cambria County,Patton Wind Farm,2012.0,15,30.0,Gamesa,G97-2.0,100.0,97.0,-78.70879,40.61989,False
41580,ID,Twin Falls County,Payne's Ferry,2010.0,14,21.0,GE Wind,GE1.5-82.5,80.0,82.5,-115.01099,42.83489,False
41594,CO,Las Animas County,Peak View Wind,2016.0,34,60.86,GE Wind,GE1.79-100,80.0,100.0,-104.49392,37.66225,False
41628,OR,Gilliam County,Pebble Springs,2009.0,47,98.7,Suzlon,S88,79.0,88.0,-120.09599,45.68689,False
41675,CO,Logan County,Peetz Table,2007.0,267,400.5,GE Wind,GE1.5-77,80.0,77.0,-103.37499,40.9988,False
41943,CO,Logan County,Peetz Table Wind Farm,2001.0,33,29.7,NEG Micon,NM52,72.0,52.0,-103.17817,40.93539,False
41976,MI,Tuscola County,Pegasus,2019.0,19,48.8,GE Wind,GE2.52-116,90.0,116.0,-83.57057,43.48899,False
41995,MI,Tuscola County,Pegasus II,2020.0,41,102.5,GE Wind,GE2.5-116,80.0,116.0,-83.61295,43.51762,False
42036,ND,Pembina County,Pembina Border Station,2012.0,1,1.0,Nordic,N1000,70.0,59.0,-97.24159,48.99689,False
42037,TX,Kenedy County,Penescal,2009.0,84,201.6,Mitsubishi,MWT92/2.4,80.0,92.0,-97.4706,27.1246,False
42121,TX,Kenedy County,Penescal II,2010.0,84,201.6,Mitsubishi,MWT92/2.4,80.0,92.0,-97.57839,27.1255,False
42205,NE,Fillmore County,Perennial Wind,2018.0,3,6.9,GE Wind,GE2.3-116,90.0,116.0,-97.6243,40.63305,False
42208,AZ,Coconino County,Perrin Ranch,2012.0,62,99.2,GE Wind,GE1.6-82.5,80.0,82.5,-112.2203,35.45347,False
42270,OK,Woodward County,Persimmon Creek I,2018.0,80,198.6,GE Wind,GE2.5-116,90.0,116.0,-99.34086,36.17939,False
42351,NE,Boone County,Petersburg,2011.0,27,40.5,GE Wind,GE1.5-82.5,80.0,82.5,-97.96119,41.86459,False
42379,OH,Fulton County,Pettisville Local Schools,2012.0,1,0.75,Aeronautica,54-750,65.0,54.0,-84.2254,41.52799,False
42380,TX,Matagorda County,Peyton Creek,2020.0,48,151.2,Nordex,AW125/3150,87.5,125.0,-95.91679,28.86776,False
42428,MI,Huron County,Pheasant Run I,2013.0,44,74.8,GE Wind,GE1.7-100,80.0,100.0,-83.28345,43.76284,False
42472,MA,Bristol County,Philips Lightolier,2012.0,1,2.0,Sany,SE9320IIIE,80.0,93.0,-71.117,41.74609,False
42473,CT,New Haven County,Phoenix Press,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-72.90193,41.30121,False
42474,OH,Lorain County,Pick-a-Part Turbine,2012.0,1,0.1,,,,,-81.9469,41.32689,False
42475,IL,Adams County,Pigeon Creek,2009.0,1,0.9,EWT,DW-54-900,75.0,54.0,-91.19227,39.83328,False
42476,ID,Twin Falls County,Pilgrim Stage Station,2011.0,7,10.5,GE Wind,GE1.5-82.5,80.0,82.5,-115.00089,42.78639,False
42483,AK,Kodiak Island Borough,Pillar Mountain II,2012.0,3,4.5,GE Wind,GE1.5-77,80.0,77.0,-152.45027,57.7858,False
42486,IL,Iroquois County,Pilot Hill,2015.0,103,175.1,GE Wind,GE1.7-100,80.0,100.0,-88.0799,40.99335,False
42589,NE,Dawes County,Pine Ridge Job Corp,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-102.98329,42.67973,False
42590,MI,Isabella County,Pine River,2019.0,65,161.3,GE Wind,GE2.5-116,90.0,116.0,-84.67272,43.49765,False
42655,CA,Kern County,Pine Tree Wind Farm,2009.0,80,120.0,GE Wind,GE1.5-77,65.0,77.0,-118.17709,35.25079,False
42735,CA,Kern County,Pine Tree extension,2010.0,10,15.0,GE Wind,GE1.5-77,80.0,77.0,-118.19819,35.27679,False
42745,WV,Mineral County,Pinnacle,2011.0,15,36.0,Mitsubishi,MWT95/2.4,80.0,95.0,-79.0374,39.43749,False
42768,MI,Huron County,Pinnebog,2016.0,30,51.0,GE Wind,GE1.7-100,96.0,100.0,-83.10747,43.82863,False
42798,CA,Kern County,Pinyon Pines I,2012.0,56,168.0,Vestas,V90-3.0,80.0,90.0,-118.21659,35.0594,False
42857,CA,Kern County,Pinyon Pines II,2012.0,44,132.0,Vestas,V90-3.0,80.0,90.0,-118.21349,35.0221,False
42894,IA,Cedar County,Pioneer Grove,2012.0,2,6.0,Acciona,AW116/3000,100.0,116.0,-91.23419,41.85089,False
42896,IA,Mitchell County,Pioneer Prairie I,2008.0,120,198.0,Vestas,V82-1.65,80.0,82.0,-92.62,43.49159,False
43020,IA,Mitchell County,Pioneer Prairie II,2009.0,43,70.95,Vestas,V82-1.65,80.0,82.0,-92.661,43.4531,False
43078,IL,Ford County,Pioneer Trail,2011.0,94,150.4,GE Wind,GE1.6-82.5,80.0,82.5,-88.01479,40.45439,False
43172,WY,Converse County,Pioneer Wind Park,2016.0,46,80.0,GE Wind,GE1.85-87,80.0,87.0,-105.87828,42.68375,False
43218,MN,Pipestone County,Pipestone School District,2003.0,1,0.75,NEG Micon,NM48,55.0,48.0,-96.34039,44.00089,False
43219,ME,Penobscot County,Pisgah Mountain,2016.0,5,9.0,Vestas,V100-1.8,95.0,100.0,-68.52788,44.778,False
43224,TX,Crosby County,Pleasant Hill,2015.0,11,19.8,Sany,SE10020E,80.0,102.0,-101.48386,33.7441,False
43235,MN,Mower County,Pleasant Valley,2015.0,100,200.0,Vestas,V100-2.0,95.0,100.0,-92.79596,43.79947,False
43335,NE,Wayne County,Plum Creek,2020.0,82,231.24,GE Wind,GE2.82-127,89.0,127.0,-97.13754,42.14405,False
43417,IA,Pocahontas County,Pocahontas Prairie,2012.0,40,80.0,Gamesa,G90-2.0,100.0,90.0,-94.56579,42.60499,False
43457,MI,Gratiot County,Polaris,2020.0,68,168.6,GE Wind,GE2.5-127,89.0,127.0,-84.45899,43.31149,False
43525,IA,Pocahontas County,Pomeroy (expansion),2011.0,13,29.9,Siemens,SWT-2.3-101,80.0,101.0,-94.76519,42.56179,False
43539,IA,Pocahontas County,Pomeroy I,2007.0,82,123.0,GE Wind,GE1.5-91.5,80.0,91.5,-94.73089,42.56429,False
43621,IA,Pocahontas County,Pomeroy II,2007.0,49,73.5,GE Wind,GE1.5-91.5,80.0,91.5,-94.758,42.57049,False
43670,IA,Pocahontas County,Pomeroy III,2008.0,39,58.5,GE Wind,GE1.62-91.5,80.0,91.5,-94.79329,42.57599,False
43710,OK,Beaver County,Ponderosa,2020.0,100,203.57,GE Wind,GE1.7-103,80.0,103.0,-100.7079,36.62462,False
43810,CO,Weld County,Ponnequin (PSCo),2001.0,15,9.9,Vestas,V47-0.66,65.0,47.0,-104.79609,40.99729,False
43825,WI,Milwaukee County,Port of Milwaukee,2012.0,1,0.1,Northern Power Systems,NW100,37.0,21.0,-87.89084,43.00337,False
43826,IL,Menard County,Porta High School,2009.0,1,0.6,RRB,PS-600,50.0,47.0,-89.86362,40.01672,False
43827,RI,Newport County,Portsmouth Abbey School,2006.0,1,0.66,Vestas,V47-0.66,50.0,47.0,-71.2687,41.59909,False
43828,KS,Lincoln County,Post Rock,2012.0,134,201.0,GE Wind,GE1.5-82.5,80.0,82.5,-98.33569,38.89679,False
43962,ID,Power County,Power County,2011.0,18,45.0,Nordex,N100,80.0,100.0,-112.76099,42.70829,False
43980,IA,Mahaska County,Prairie,2017.0,82,164.0,Vestas,V110-2.0,95.0,110.0,-92.72513,41.44355,False
44062,NE,Antelope County,Prairie Breeze,2014.0,118,200.6,GE Wind,GE1.7-100,80.0,100.0,-98.11649,41.95169,False
44180,NE,Antelope County,Prairie Breeze II,2015.0,41,73.5,GE Wind,GE1.79-100,80.0,100.0,-97.87352,41.97286,False
44221,NE,Antelope County,Prairie Breeze III,2016.0,20,35.8,GE Wind,GE1.79-100,80.0,100.0,-97.85195,41.97358,False
44241,TX,McLennan County,Prairie Hill,2020.0,100,300.0,Nordex,AW140/3000,82.0,140.0,-96.85007,31.57063,False
44342,IA,Mahaska County,Prairie II,2018.0,2,4.0,Vestas,V110-2.0,95.0,110.0,-92.72919,41.46164,False
44344,KS,Allen County,Prairie Queen,2019.0,59,199.28,Siemens Gamesa Renewable Energy,SG-3.55-132,114.0,132.0,-95.27824,37.99183,False
44350,MN,Rock County,Prairie Rose,2012.0,119,199.92,GE Wind,GE1.68-82.5,80.0,82.5,-96.22509,43.80879,False
44522,MN,Mower County,Prairie Star,2007.0,60,99.0,Vestas,V82-1.65,80.0,82.0,-92.57949,43.66329,False
44584,ND,Ward County,Prairie Winds Minot Wind 2,2009.0,3,4.5,GE Wind,GE1.5-82.5,80.0,82.5,-101.30357,47.92597,False
44587,ND,Ward County,Prairie Winds ND 1,2009.0,77,115.5,GE Wind,GE1.5-77,80.0,77.0,-101.24359,47.95559,False
44664,ND,Ward County,PrairieWinds Minot Wind 1,2002.0,2,2.6,Nordex,N60,60.0,60.0,-101.29079,48.02389,False
44666,KS,Pratt County,Pratt Wind Energy Center,2018.0,106,243.8,Siemens Gamesa Renewable Energy,SG-2.3-108,80.0,108.0,-98.93726,37.56617,False
44689,IL,Bureau County,Providence Heights,2008.0,36,72.0,Gamesa,G87-2.0,80.0,87.0,-89.61452,41.18838,False
44776,ME,Aroostook County,Presque Isle,2009.0,1,0.6,RRB,PS-600,65.0,47.0,-68.0202,46.66739,False
44777,SD,Charles Mix County,Prevailing Wind,2020.0,57,216.6,GE Wind,GE3.8-137,110.0,137.0,-98.11269,43.12253,False
44834,MA,Worcester County,Princeton Municipal Light and Water Plant,2009.0,2,3.0,Fuhrlander,FL1500,65.0,77.0,-71.8996,42.47699,False
44836,OR,Baker County,Prospector,2017.0,5,10.0,GE Wind,GE2.0-116,80.0,116.0,-117.26229,44.41499,False
44876,CO,Pueblo County,Pueblo Towers,2010.0,1,1.8,Vestas,V100-1.8,80.0,100.0,-104.62139,38.1634,False
44877,PR,Naguabo Municipio,Punta Lima,2012.0,13,23.4,Vestas,V100-1.8,80.0,100.0,-65.69817,18.19778,False
44891,TX,Fisher County,Pyron (Roscoe III),2009.0,166,249.0,GE Wind,GE1.5-77,80.0,77.0,-100.62619,32.56039,False
45057,WI,Lafayette County,Quilt Block,2017.0,49,98.0,Vestas,V110-2.0,95.0,110.0,-90.25282,42.66439,False
45106,AK,Bethel Census Area,Quinhagak,2010.0,3,0.3,Northern Power Systems,NW100,37.0,21.0,-161.91568,59.7396,False
45109,IL,Macon County,Radford's Run,2017.0,139,305.8,Vestas,V110-2.0,95.0,110.0,-89.09652,39.99857,False
45250,IL,Logan County,Rail Splitter,2009.0,67,100.5,GE Wind,GE1.5-77,80.0,77.0,-89.40229,40.3038,False
45316,TX,Crosby County,Ralls Wind Farm,2011.0,5,10.0,Sany,SE8720IIIE,80.0,86.8,-101.38557,33.66127,False
45321,TX,Crockett County,Ranchero,2019.0,120,300.0,GE Wind,GE2.5-127,89.0,127.0,-101.6294,31.0362,False
45440,IN,Randolph County,Randolph Eastern School Corporation,2010.0,1,1.0,Nordic,N1000/59,70.0,59.0,-84.82208,40.21027,False
45441,TX,Glasscock County,Rattlesnake,2015.0,118,207.0,GE Wind,GE1.79-100,80.0,100.0,-101.38561,31.69498,False
45560,NE,Dixon County,Rattlesnake Creek,2018.0,101,318.15,Nordex,AW125/3150,87.5,125.0,-96.80941,42.40709,False
45661,WA,Adams County,Rattlesnake Flat,2020.0,57,149.9,Siemens Gamesa Renewable Energy,SG-2.3-108,80.0,108.0,-118.4128,46.86918,False
45719,OR,Gilliam County,Rattlesnake Road,2008.0,49,102.9,Suzlon,S88,79.0,88.0,-120.23988,45.6839,False
45768,TX,McCulloch County,Rattlesnake Wind,2018.0,64,160.0,Goldwind,GW109,90.0,109.0,-99.50036,31.25102,False
45833,KS,Lyon County,Reading Wind Facility,2020.0,62,200.13,Siemens Gamesa Renewable Energy,SG-2.415-108,80.0,108.0,-96.08851,38.50324,False
45894,ME,Oxford County,Record Hill,2011.0,22,50.6,Siemens,SWT-2.3-93,80.0,93.0,-70.6301,44.65899,False
45916,TX,Garza County,Red Canyon Wind Energy,2006.0,56,84.0,GE Wind,GE1.5-87,80.0,87.0,-101.24637,32.98364,False
45972,OK,Kingfisher County,Red Dirt,2017.0,95,299.25,Nordex,AW125/3150,87.5,125.0,-97.75835,36.03677,False
46067,OK,Roger Mills County,Red Hills,2008.0,82,123.0,Acciona,AW77/1500,80.0,77.0,-99.4166,35.52939,False
46150,AZ,Cochise County,Red Horse 2,2015.0,15,30.0,Vestas,V110-2.0,80.0,110.0,-110.08649,32.30959,False
46165,NM,Cibola County,Red Mesa,2010.0,64,102.4,GE Wind,GE1.6-82.5,80.0,82.5,-107.38129,35.2627,False
46230,MN,Lincoln County,Red Pine,2017.0,100,200.0,Vestas,V100-2.0,80.0,100.0,-96.15371,44.4273,False
46330,OK,Grady County,Redbed Plains,2017.0,48,99.1,Gamesa,G114-2.0,93.0,114.0,-97.8765,35.28181,False
46378,MN,Redwood County,Redwood Falls (SMMPA),2005.0,2,3.3,Vestas,V82-1.65,70.0,82.0,-95.1759,44.50449,False
46380,IA,Sac County,Richland,2020.0,53,130.92,GE Wind,GE2.3-116,80.0,116.0,-95.23816,42.37434,False
46434,IL,Macon County,Richland Community College,2009.0,1,0.1,Northern Power Systems,NW100,36.7,20.0,-88.89536,39.88662,False
